Part Number,Part Name
550724100129,RUBBER MTG FRONT-LH BS3/4/6
278613996911,TUBE CPR WATER OUTLET BS4
572401990112,SET-INLET & EXHAUST VALVES
284642990120,ASSY. LINED SHOE NA1707 BS2/3/4/6
581035305422,SHAFT GEAR 9/16 (O/P SHAFT IAD) M/S SONA
570105999811,LEVER ROCKER BS6
554582400117,LINKAGE ASSY
507954400103,HEADLAMP LH BS6
551732400146,ASSY. SEMI TRAIL ARM W/BUSH LH BS2/3/4
288032900101,ASSY. ARB LINK TML SUSP REAR BS3/4/6
573715999802,SENSOR PRESSURE BS6
265154220159,INSTRUMENT CLUSTER  SFC410 0.76 W/O APG.
272425400133,CLUTCH COVER 215 DIA. BS2/3
263243920181,ANTI SLAG COILED HOSE BS1/2/3/4/6
284649200180,EXHAUST PIPE ASSY WITH FLEX BELLOW
571001150143,COVER ASSY WITH PLUG CYL HEAD
267989200123,ASSY. MTG.BRKT.REAR LH BS3/4
507949200137,DEF TANK - FILTER NECK BS6
268081100149,FRONT VIEW MIRROR ASSY
29006010M10108,SUPPORTASSY FRONTGRILL BS6-PH2
282129100101,ASSY. CLUTCH BOOSTER 90 DIA. BS1/2/3/4
254714103822,INLET MANIFOLD
253420100130,ASSY.WATER PUMP BS2/3/4
290047800108,HP PIPE ASSY
252709130313,OUTLET PIPE BRACKET ASSEMBLY
278054400115,H/L W/MOT 12V LH-RHD CLEAR -1.8%
570105999816,LEVER ROCKER BS6
278914605891,HOSE TC TO PIPE ASSY
283954440109,ASSY MOTORISED HEAD LAMP COMPLETE 24V LH
550730100102,ACCELERATOR MODULE BS3/4
279018170115,ASSY.OIL COOLER (8-PLATE) (VORAS)
581326800107,ASSY.GEAR SHIFT & SELECT CABLE BS2/3/4
571009110109,ASSY. MAIN FUEL FILTER BS2/4
429264003015,SCOOP WINDOW RH 213X181X715MM BS6
585869100106,ASSY B PILLAR LOWER TRIM WIDE DAY RH
555054400112,TURN INDICATOR LAMP WITH DRL LH BS6
555054400113,TURN INDICATOR LAMP WITH DRL RH BS6
250526207903,MAIN SHAFT -LONGER PILOT BRG BS1/2/3/4
885401031014,KIT CYLINDER HEAD GASKET 1.4 MM THK 3LNG
264189103701,MTG BKT BOT FR LH RHD
285526305404,OVERDRIVE GEAR (COUNTER SHAFT) BS3/4
252723140107,INTAKE PIPE ASSY AIR COMP
V35025410026,ASSY.SPR.WHL.LIFTING UNIT
284931700134,FUPD BRACKET ASSY COMPLETE-LH
220732107125,6TH LEAF
253401140206,TIMING GEAR HSG ASSYBS6
268081100193,ADD ON PANEL ASSY FRONT-LH BS6
554542100108,FRONT BRAKE PAD - INTRA V20
282946100104,ASSY. STEERING COLUMN BS2/3/4
253420100133,ASSY  WATER PUMP COMPLETE
275225400110,ASSY. RELEASE BEARING 1.75 BS1/2/3/4
266733505101,DIFFL CASE STD 46786
285035300102,DIFFERENTIAL CASE ASSY-STD
554541100109,PROPELLER SHAFT ASSY
552354400114,ASSY. HEAD LAMP LH ACE FL BS2/3/4
550229100176,CLUTCH MASTER CYLINDER WITH HOSE
284562600107,ASSY FRONT WHEEL ARCH COMPLETE RH
555054400102,HEADLAMP ASSY WITH LAMP BS6
274789110109,ASSY.LATCH WITH LATCH CYL.
272425000245,SET-CLUTCH¿ASSY¿DIA¿200
268089100142,PIVOT ARM ASSY CAB MTG FRONT-RH BS6
278903120108,SET-M.B.SHELL (UPPER/LOWER)-REPAIR-II
582935305103,DIFFERENTIAL SPIDER BS6
265167100103,REAR WINDOW COMPLT.
269126205436,1ST SPEED GEAR[M/SHAFT](LOOSE SYN.RING)
552354610181,WIRING HARNESS;BATTERY CABLE +VE
267989200124,ASSY. MTG.BRKT.REAR RH BS3/4
501143200108,ASSY. AIR TANK WITH BRACKET (15 LTRS.)
268089100131,PIVOT ARM ASSY CAB MTG FRONT-LH BS6
261033800103,ASSY TIE ROD
570109139911,AIR FILTER SECONDARY ELEMENTBS6
253420100169,WATER PUMP ASSY
270031207107,CROSS MEMBER 4/5TH
219032107102,2ND LEAF
269126204657,INNER CONE (1/2 CARBON LINING) BS2/3
550754409982,HEAD LAMP DUMMY PANEL LH
274789110158,ASSY.SHOCK ABSORBER FOR NON-SLPR
272635305446,DIFFERENTIAL SHAFT GEAR BS6
505324200103,RUBBER MOUNT REAR BS3/4
285526205408,HELICAL GEAR REV. SPEED(6.9 RATIO)
284642990124,TUBE - FLANGE AND BRACKET ASSY - RH
271526204622,SYNCHRO RING (LOW RANGE) 63T/51T G1150
278609139936,AIR FILTER PRIMARY ELEMENT BS1/2/3/4/6
583026204602,ENGAGING GEAR 1/2/3/4 SPD 57T/38T G950
284643700164,GRAD HAND CONTROL VALVE WITH SELF RETURN
266335703116,ASSY. TAPERED ROLLER BEARING BS2/3/4/6
571007100102,ASSY. ROLLER TAPPET BS3/4
271526204640,SYNCHRO RING (LOW RANGE) 63T/51T G1150/1
554642100105,FRONT BRAKE PAD INTRA V30 BS6
570609110108,FUEL WATER SEPARATOR SPIN ON BS3/4
399019004003,REAR BUMPER RH
257625605103,RELEASE FORK
278650120313,RESERVE TANK ASSY
219031100102,ASSY EXTENSION PIECE L.H.
271526204614,SYNCHRO CONE (RANGE) 51T G1150
570114999811,MANIFOLD AIR INTAKE BS6
278607996949,TUBE FUEL SUPPLY
585881100137,ASSY FRONT MIRROR
572403110106,FLYWHEEL ASSY WITH RING GEAR & PIN BS6
550732300106,ASSY.FRONT SHOCK ABSORBER
271526204607,SYNCHRO RING (LOW RANGE) 51T G1150
252707140176,SET-FUEL PRESSURE LINE BS3
285526305426,CONSTANT MESH GEAR-TABLE DRG BS6
284633403108,TAPER ROLLER BEARING BS6
284542990117,KIT-PAD DB8207 BS3/4
503949200111,EXHAUST PIPE ASSY WITH FLEX BELLOW
285126800139,GEAR SHIFTER MECHANISM W/CABLES BS1/3/4
282149200160,ASSY.FRONT EXHAUST PIPE
585868900170,ASSY ARMATURE DASHBOARD WIDER RHD
275041110101,ASSY. UNIVERSAL JOINT BS3/4
277654904902,IGNITION COIL BS6
500730100109,BRACKET ASSY ACCELERATOR MTG BS6
257667100120,SIDE WINDOW LH
886387000210,PULLING PIPE
570109130376,AIR FILTER HOUSING ASSY BOTTOM BS6
570120997001,PULLEY IDLER BS3/4/6
208247500105,ASSY. BRACKET FUEL TANK MTG . BS1- 4/6
289488506302,FRONT BUMPER
278603990175,CONNECTING ROD ISBe5.9/6.7 BS1/2/3/4/6
272425000134,ASSY .CLUTCH DISC COVER 200 DIA. BS1/3/4
285126700176,COVER ASSY TOP BS6
515849200147,RETURN LINE DM TO TANK BS6-PH2
554554420101,ASSY. HEADLAMP W/LEVEL MOTOR RH BS4/6
277046150151,POWER STG PIPE
264154601694,W/H ENGINE LP/T410/712/912/1112ESP-OFFER
554629100109,CONCENTRIC SLAVE CYLINDER ASSY BS6
278601990227,KIT-GASKET LOWER BS3/4
502343908253,BRACKET
219049200109,ASSY.FRONT EXHAUST PIPE (WITH FLIEX BELL
265942300115,BRAKE ASSY RR RH NASBS
253418130208,ASSY OIL FILTER COMPLETE
504042990110,BRAKE ASSY -TUBE FLANGE BRACKET ASSY RH
264154400158,ASSY. H/L E CERT. W/BULBS RH-RHD BS2/3/4
554588400111,FRONT PANEL ASSY
571709130123,ASSY. AIR-INTAKE SYSTEM
284643700165,GRAD HAND CONTR. VLV W/SELF RETURN BS1-6
552346100103,ASSY.STEERING COLUMN
285035600104,BEARING HUB BS6
278901990314,KIT-GASKET ENGINE OVERHAUL W/ CYLINDER H
253407140178,KIT-HP LINES CLAMPS & SUPPORT BKT BS3
268089200103,MOUNTING BRACKET ASSY REAR-LH
263241110131,ASSY CENTRE BRG WITH RET.
399019004002,REAR BUMPER LH
278603999947,VIBRATION DAMPER BS1/2/3/4
253401153833,CYL. HEAD COVER ( FRONT ENTRY)
284954209950,ELECTR. SPEEDOMETER RATIO 0.93 12/24V-M
271526809906,BALL JOINT ASSY BS6 PH2
250530155412,1ST SPEED GEAR - 38 T GBS40 BS2/3/4
507449200104,PRESSURE LINE;SM TO DM BS6
253420100124,ASSY. WATER PUMP BS1/2/3
268072300140,KIT-LOCK SET ASSY
504042990128,ASSY. LINED SHOE NA1707 BS3/4
280347709901,HIGH PRESSURE GAUGE
282947100157,ASSY. FUEL TANK COMPLETE BS2/3/4
268089100141,PIVOT ARM ASSY CAB MTG FRONT-LH BS6
3222650123,GEAR SHIF DOG BS4
269126305436,GEAR 3RD SPD COUNTER SHAFT 23T G750
570109130370,PIPE ASSY AIR FILTER OUTLET BS6
278650506390,FAN SHROUD(FOR JET RING FAN)
278909110143,FUEL PRE FILTER ASSY+BKT+2PIN CONNECTOR
253418170309,OIL COOLER ASSY BS6
585869100105,ASSY B PILLAR LOWER TRIM WIDE DAY LH
264132300111,SHOCK ABSORBER FRONT
550754449920,TAIL LAMP ASSY W/O EOM & WITH RPL 24V-RH
285426107805,OIL SEAL(CROWN WHEEL PINION)
278650120352,ASSY. RESERVE TANK BS3/4/6
272635305453,DIFFERENTIAL SHAFT GEAR BS6-PH2
554642300105,DRUM BRAKE ASSY REAR-LH BS6
550754409983,HEAD LAMP DUMMY PANEL RH
288533800108,TIE ROD END ASSY. R.H.
570109139908,AIR FILTER ELEMENT (PRIMARY) BS6
275342100103,BRAKE CHAMBER-RH (TYPE 24)
571001153802,CYLINDER HEAD COVER WITH INTEGRATED INTA
573615209902,DIFFERENTIAL PRESSURE SENSOR BS6
252707140210,KIT-HP LINES CLAMPS & SUPPORT BKT BS3
268081100157,KIT-ORVM LH
264189107903,TORSION BAR RHD BS1/2/3/4
285126257902,ASSY. DRIVE SHAFT(RAT 9.19) BS2/3/4
269126205413,REV.GEAR M/SHAFT(37T/32T) 6SP) BS1/2/3/4
503030100108,ACCELERATOR PEDAL MODULE BS4/6
551742300102,REAR BRAKE ASSY LH
278601990316,LOWER GASKET KIT
570609130141,AIR SNORKEL ASSY (DIRTY SIDE-7.5T TRUCK)
571007140183,SET-BACK LEAK HOSE ASSY BS6
279018170116,ASSY.OIL COOLER
264249100123,ASSY.EXHAUST PIPE(WITH FLEX BELLOW)
501124203702,"BRACKET,ENGINE MTG,REAR-RH 18 MM"
554533103701,FRONT HUB
264133200122,ASSY.TIE ROD
278905110114,ASSY. AUTO TENSIONER BS3/4
501442105101,CAM SHAFT FLH
282132100109,ASSY. FIRST LEAF WITH BUSHES
583026203801,COVER REAR
278601995306,GASKET CYLINDER HEAD ISBE5.9 BS4
282954200169,ELECT. INSTR CLUSTER(0.65 RATIO) BS3/4
289846600130,TIE ROD ASSY
885442021512,BRAKE LINING FRONT-OS1-4PCS W/O RIVET-41
554554420102,ASSY. HEADLAMP W/LEVEL MOTOR LH BS4/6
583026305401,GEAR 3RD SPD COUNTER SHAFT 23T G950
274789110173,ASSY. SHOCK ABSORBER (NON-SLPR) BS2/3/4
272425400157,ASSY 240 DIA CL.COVER
885409052516,SET OF 2516 AIR FILTER ELEMENT
269126204661,ENGAGING GEAR(3RD/4TH )TWINCONE BS1- 4
289842103702,BRAKE DISC (VENTILATED) BS2/4
284581100111,REAR VIEW MIRROR OUTER LH RHD
253409135858,RUBBER HOSE (A/F TO TC)LP/LPT 407
284581100102,ASSY. ORVM LH BS2/3/4
570607140138,SET-HP PIPE ASSY BS6
220747709902,FUEL FILTER (FWS) ELEMENT SPINON BS3/4
215389100125,ASSY MTG BRKT BOTTOM RH RHD FRT
284562000103,ASSY WINDSCREEN PILLAR
885442021616,WHEEL SET BRAKE LINING LPO1616 FR RSI
284647500105,ASSY. BRACKET FUEL TANK MTG. BS2/3/4
570914119904,CLAMP ASSY V-BAND BS6
555054400105,TAIL LAMP ASSY RH BS6
280846400101,ASSY. STEERING WHEEL COMP 470DIA. BS1- 4
501132403728,SHACKLE BELL CRANK-CASTING
278601995305,GASKET-CYLINDER HEAD ISBE5.9 BS3
206950100179,ASSY AUX WATER TANK-TRANSLUSCENT
252720300102,ASSY COOLENT HOSE- 1500 MM BS6
410630100104,ACCELERATOR PEDAL ASSY BS6
501124203701,"BRACKET,ENGINE MTG,REAR-LH 18 MM"
553046301601,PITMAN ARM
253403140315,ASSY. PISTON W/COMMON RINGS 4SPTC BSIII
278232400111,ASSY.FIRST LEAF WITH BUSH
252718130201,LUBRICATION FILTER ASSY WITH HEAD BS6
284181900102,ASSY ENGINE SHIELDING RH-RHD
285526205407,HELICAL GEAR 2ND SPEED(MAIN SHAFT)
269126204615,ENGAG GEAR-1/2GR 6SP(38 IS)
268081110150,FRONT VIEW MIRROR ASSY BS6 PH2
570920120102,WATER DISTRIBUTION RAIL ASSY
277832300102,ASSY. FRONT SHOCK ABSORBER
885442030909,AXLE SET BRAKE LINING R/S II 909 FRONT
265488100113,ASSY BONNET SIDE LH
281872700107,ASSY FRONT DOOR TRIM MANUAL WINDOW WITHO
268089200104,MOUNTING BRACKET ASSY REAR-RH
250530145406,CONSTANT MESH GEAR - 38T GBS40 BS2/3/4
251526205418,REVERSE GEAR BS2/3/4
264154430163,ASSY. HEAD LAMP LOW BEAM RH(MARCO)BS1- 6
252703990176,SET-PISTON RING (497 CR) BS3/4
287042103707,BRAKE DISC-4X2-VENTILATED
263243910168,REPAIR KIT-DUAL BREAK VALVE BS1/2/3/4/6
286609139901,AIR FILTER ELEMENT PRIMARY BS2/3/4
885442011512,BRAKE LINING FRONT-STD-4PCS W/O RIVET-41
570620100104,WATER PUMP ASSY 3.3L NGE BS-IV BS6
268072300119,ASSY. DOOR TRIM RH(NON-AC) BS3/4/6
571020100107,WATER PUMP ASSY BS6
573603140118,SET-PISTON W/O RINGS GRADE B BS6
271526204620,ENGAGING GEAR CRW/REV 38T/51T G1150
281672900103,ORVM ASSY RH
550246600210,ASSY. CENTER LINK - RHD BS3/4
551754400104,ASSY COMPOSITE HEAD LAMP RH
570650506311,FAN SHROUD BS6
282947700116,FILLING RECEPTACLE BS6
585883300102,ASSY CONTROL-FORCED VENTILATION-12V
550731208283,CROSS MEMBER BS6
570609110123,FUEL FILTER ASSY (FINE FILTER 12 VOLT) B
252720300101,ASSY COOLENT HOSE- 1200 MM (UWCL TO HPR)
570114110250,MODULE PRESSURE SENSING BS6-PH2
252718100111,ASSY. OIL PUMP W/O STRAINER BS2/3/4
410542990194,BRAKE LINING-STD-4PCS-W/RIVET-410X180-AF
507954400104,HEADLAMP RH BS6
277832600102,ASSY. REAR SHOCK ABSORBER
252505990103,SET INLET & EXHAUST VALVES 697NA BS1/2/3
886399980026,SYNTHETIC GREASE PACK 3 KG
570107996941,TUBE FUEL DRAIN BS6
281842990105,KIT-LINED SHOE PER VEHICLE BS1/3/4
282949100199,ASSY. SILENCER
272635303103,TAPER ROLLER BRG-100X155X36-I30600J-BS4
265162500103,ASSY.PANEL OUTER W/S COMPLETE RHD
885499061613,697 CONSTRUCK SERVICE KIT FOR 500 HRS
285126800287,CABLE ASSY GEAR SHIFTER BS6
284647500110,FUEL TANK MTG BKT ASSY (SECOND)
253403150159,ASSY. CON-ROD W/BUSH/BOLT NORM BS1-6
282949110116,ASSY. INLET PIPE (WITH FLEXIBLE BELLOW)
252550506376,FAN SHROUD
272425200171,CLUTCH DISC 190 DIA.(F510) BS3/4/6
253418170217,COMPACT OILCOOLER(8PLATE)
268066500101,ASSEMBLY MUDGUARD-LH (Y)
570915400115,TEMPERATURE SENSOR CATCON BS6
504333805101,STEERING ARM BS6
573714999861,HOUSING  SUPPLY UNIT MAIN FILTER BS6
508833900382,BRACKET LH BS6-PH2
554646900101,DRAG LINK BS6
284633805104,ARM TIE ROD RH
571003990120,SET-PISTON GRADE A BS3/4
268082400135,KIT-FRONT WIPER SYSTEM BS6
264175200117,PANEL INNER CEN FLAP
551733205104,STUB AXLE RH
507949200138,DEF TANK - PLASTIC CAP WITH LOCK BS6
250526253701,GEAR BOX HOUSING COVER (FR TOP)BS1/2/3/4
264172980101,KIT-LOCK WITH KEY
554629500105,BRACKET ASSY CLUTCH & BRAKE PEDAL MTG BS
265125200132,CLUTCH DISC 240 DIA. 407 TUBRO
570109130171,ASSY PIPE (CLEAN SIDE)
552354600131,WH ENGINE ACE FACELIFT BS IV
281858903509,P-DOLLEY / PINION O-OIL SEAL / RA / ACE
269126305438,GEAR CONSTANT MESH 40T G750
289481100199,ASSY. WIPER LINKAGES RHD BS1/3/4/6
552970106009,MUDGURAD REAR BS6-PH2
501143200109,ASSY. AIR TANK WITH BRACKET (15 LTRS.)
267481100128,KIT-ORVM FOR SFC-709HD/SFC COWLS
272635305435,DIFFERENTIAL SHAFT GEAR BS6-PH2
551733205103,STUB AXLE LH
552742980104,WHEEL CYLINDER ASSLY-RH(W/O BLEED SCREW)
552742980103,WHEEL CYLINDER ASSLY-LH(W/O BLEED SCREW)
552346100109,ASSY. STEERING COLUMN BS2/3/4
26546310820220,DOOR POST FRAME LH RHD
282646600190,ASSY. DRAG LINK BS2/3
886399800068,IMPERIAL HD GREASE 5 KG
281840100118,ASSY. WHEEL RIM BS1/3/4
571707149919,FUEL RETURN LINE (INJECTOR) BS4
288547700101,ASSY. HEAD FOR FUEL FILTER BS3/4
281688206327,FENDER REAR LH 3128 C CONS
506633900207,BRACKET
506633900208,BRACKET
281002214,ENGINE SPEED SENSOR
271526204611,SYNCHRO RING (HIGH RANGE) 26T/51T G1150
252709120255,ASSY. AUTODRAIN VALVE BS1/2/3/4
265133800106,ASSY TIE ROD 407
550654504961,SWITCH ASSY COMBINATION BS6-PH2
885442041616,WHEEL SET BRAKE LINING LPO1616 REAR STD
265472310118,ASSY LOCK KIT T/M(KEY IN SENSOR)
271526305405,GEAR 1ST/5TH SPD COUNTER SHAFT 17T G1150
551742100111,FRONT DRUM BRAKE ASSLY LH
278650506354,FAN SHROUD
278650516373,FAN SHROUD
570909130106,ASSY. AIR FILTER ELEMENT (PRIMARY) BS3/4
284654440102,ASSY. MOTORISED HEAD LAMP 24V RH BS2/3/4
551142300103,KIT-LINED SHOE BS1/2/3/4
268088100116,FENDER FRONT LH BS3/4/6
278607996934,TUBE FUEL DRAIN BS3/4
285426200107,ASSY.1ST SP.GEAR (4DL NA)
267375108201,PANEL CENTER FLAP OUTER BS6-PH2
282949200175,FLEXIBLE BELLOW ASSY BS6
252507149903,LP FILTER ASSY IN CNG RAIL
503033907155,BUSH
282949110101,ASSY. INLET PIPE W/FLEXIBLE BELLOW BS3/4
272425400137,CLUTCH COVER 240 DIA.
289872990101,KIT-LOCK
272425600225,ASSY. CLUTCH RELEASE BRG. 380 DIA. BS2/3
288032403751,ARTICULATION STOPPER STEEL CASTING
570807990101,SET - O RING (INJECTOR)
252709140258,AIR FILTER ELEMENT - PRIMARY BS3/4/6
570609135846,HOSE ASSY PIPE TO TC END BS6-PH2
501146800124,ASSY. PRESSURE LINE BS3/4
285426200113,ASSY 2ND SPEED GEAR
269126205440,5TH SPEED GEAR[M/SHAFT](LOOSE SYN.RING)
885409010410,SET OF 2 AIR FILTER FOR 4SP TCIC
269126305411,CONST. MESH GEAR 40T (C/SHAFT) BS2/3/4
285426000103,KIT- TATA WINGER GEAR BOX TA-70 BS2/3/4
289840100127,WHEEL RIM ASSY BS6
282982400121,KIT FRONT WIPER SYSTEM
28416250820135,PANEL FACE SIDE BOOTOM-LH+CED BS1/2/3/4
551767102301,WINDSHIELD GLASS BS2/3/4
281002514,BOOST PRESSURE/TEMP SENSOR
272425400235,CLUTCH COVER ASSY DIA 215 BS6
551742300103,REAR BRAKE ASSY. RH
264154400202,HEAD LAMP RH CLR 1.3PERC LENS 12V BS2/3/
265125400114,CLUTCH COVER 407 TUBRO 240 DIA
570107996940,TUBE INJECTOR FUEL SUPPLY BS6
252515209907,OIL PRESSURE & TEMPERATURE SENSOR BS6
257666600120,ASSY STEP WELL COMPLETE L H
265346600125,ASSY. CENTRE LINK BS3/4
269126204627,GEAR ENGAGING 5TH/6TH SPD 51T/34T G750
508846305106,PITMAN ARM BS6
271526200126,ASSY. COUPLING FLANGE(150DIA. X-SERRATED
269126204656,SYNCHRO CONE (51T)CARBON LINING BS2/3
885425012829,"CLUTCH DISC, COVER, BEARING 170 DIA ACE"
51776250M10148,OUTER PANEL ASSY WINDSHIELD BOTTOM BS6-P
885425082829,"CLUTCH DISC, COVER 170 DIA ACE W/O BEARI"
215754100128,ASSY FRAME WITH COVER -RH
288533403103,CONE HUB BEARING OUTER BS3/4/6
570114110228,MODULE  PRESSURE SENSING BS6-PH2
264142110169,ASSY. LINED SHOE N/ABS LINING BS2/3/4
272425200139,CLUTCH DISC 215 DIA. BS2/3
278905116303,TIMING BELT
278905110110,ASSY. AUTO TENSIONER (INA)
282646600130,ASSY. TIE ROD BS1/2/3/4
264181110152,FRONT VIEW MIRROR ASSY
504333907701,REBOUND STRAP
265188800116,ASSY. PLASTIC GRILL W/`T EMBLEM BS2
284554500110,ASSY. COMBI SWITCH-PANEL VAN BS2/3/4
252514603815,PIPE (IC TO ELBOW)
265172300170,KIT FOR LOCKS CAB RHD
570107996905,TUBE FUEL DRAIN BS3/4
507549200111,RETURN LINE;DM TO TANK BS6
268066500102,ASSEMBLY MUDGUARD-RH (Y)
571501150145,COVER ASSY CYLINDER HEAD BS6
572405116301,TIMING BELT
284568906328,DASHBOARD VISOR
219089100102,ASSY MTG BRKT COMPLETE - LH (CHASSIS SID
219089100103,ASSY MTG BRKT COMPLETE RH (CHASSIS SIDE)
284554400116,ASSY. HEAD LAMP RH 12V RHD BS2/3/4
272425200235,CLUTCH DISC DIA 215 BS6
289888500127,GUARD ASSY FRONT BS6
253407140147,SET-HP PIPE DICOR BS3/4
542758900602,SPL TOOL - STRETCH BELT REMOVAL
268089100118,ASSY. BKT. PIVOT MTG FRT BOTTOM-LH BS3/4
499128083110,DRIVER FOOT STEP PANEL
257635603103,BEARING TAPER ROLLER
573718999815,CARTRIDGE  LUBRICATION OIL FILTER BS6
252518130164,OIL FILTER ELEMENT SPINON BS3/4
274781110149,KIT-ORVM LH
263243700150,RELAY VALVE(VOSS) BS2/3/4
251053316905,TUBE INNER
585881100114,ORVM ASSY LH
570909140119,AIR INTAKE PIPE ASSY A/F TO T/C
252518100144,ASSY. OIL PUMP(50 MM)W/O STRAINER BS1- 4
551747700109,FILTER CARTRIDGE SET
552341100105,TORSIONAL VIBRATION DAMPER
508846800118,HIGH PRESSURE LINE ASSY P/CYL TO GB BS6
507249200103,PRESSURE LINE;SM TO DM BS6
271526204610,SHIFTER SLEEVE RANGE 51T G1150
264154400201,HEAD LAMP LH CLR 1.3PERC LENS 12V BS2/3/
278915400101,ASSY. T MAP SENSOR BS3/4
251626203810,COVER REAR RHD
278614110191,PIPE ASSY
264163100129,FENDER COMPLETE LH
278618999935,PAN OIL BS1/2/3/4
573718999901,HEAD LUB OIL FILTER BS6
268062500134,ASSY FACE PANEL BOTTOM LH
570101999825,COALESCER BREATHER CARTRIDGE BS6
289481100141,ASSY. ORVM LH RHD CABLE ENGTECH BS1/3/4
265125400113,CLUTCH COVER 240 DIA. BS2/3/4
284633805103,ARM TIE ROD LH
272425200238,CLUTCH DISC ASSY DIA 215 BS6-PH2
284572300118,KIT ASSY LOCK SET
504249990107,KIT-EXHAUST HEAT SHIELD
278650506389,JET RING FAN SHROUD
585889200108,HOSE ASSY PULL LINE
257635303101,BEARING TAPER ROLLER
269126205461,GEAR 4TH SPD MAIN SHAFT 23T/45T G750
282968900105,ASSY DASH BOARD
570109130320,DUCT ASSY AIR INTAKE SYSTEM BS6
282942103702,VENTILATED BRAKE DISC (18 THICK) BS2/3/4
585888100181,ASSY FRONT FENDER (PHASE II) ULTRA+ LH
885442010909,BRAKE LINING-STD--360X140-AF180
216733805101,TIE ROD ARM RH
216733805102,TIE ROD ARM LH
506949200102,RETURN LINE;DM TO TANK BS6
272425200264,CLUTCH DISC ASSY DIA 200 BS6
570515209909,OXYGEN SENSOR (LAMBADA SENSOR)
284654670110,W/H ENGINE LPT3118TC BSIII 24V COWL
284654630110,W/H ENGINE
269126204655,SYNCHRO CONE 1/2/3/4/5/6 51T/132D G750
285035305108,DIFFERENTIAL HOUSING BS6
886399980007,GREASE PACK 5 KG
399064003092,SCOOP WINDOW RH_280X636_SERVICABLE
264168906355,DASHBOARD (GREY PIGMENTED)-LH(RHD)
515849200143,SUCTION LINE TANK TO SM BS6-PH2
585883100105,ASSY CHEST DUCT_2100 RHD
278920100106,ASSY.WATER PUMP (KACO SEAL)
285426200108,ASSY.2ND SP.GEAR (4DL NA)
278650000226,ASSY.RADIATOR FRAME
570918130101,OIL FILTER ELEMENT (SPINON) BS3/4
264168906356,DASHBOARD (GREY PIGMENTED)-RH(RHD)
553742300115,BRAKE LINED SHOE - ACE
570109136903,PIPE - CLEAN AIR DUCT
287029100187,ASSY CLUTCH MASTER CYLINDER
573714119921,DEF TANK - IN TANK FILTER BS6
554546401604,STEERING WHEEL ASSY WITH T-EMBLEM
269843100101,TANDEM MASTER CYL.DIA.23.81 BS1/2/3/4
251626205420,1ST GEAR MAIN SHAFT(7.36)(43T) BS2/3/4
553743990101,KIT-MASTER CYL
251526257913,ASSY. DRIVE SHAFT (RAT 5.54) BS2
274781110151,FRONT VIEW MIRROR ASSY
277647709902,FILTER CARTRIDGE CNG
504054400108,TAIL LAMP LED ASSY RH BS6
264189100139,STAY COMPLETE
274781110157,KIT-ORVM LH BS6-PH2
504049200115,"PRESSURE LINE,SM TO DM BS6"
278615999902,TENSIONER BELT BS1/2/3/4
278909130108,ASSY.AIR FILTER+DUCT
269915409945,CAM SENSOR 25372484
553742100128,FRONT BRAKE PAD - ACE PETROL
570915400108,EXHAUST TEMPERATURE SENSOR BS6
554632100113,1ST LEAF ASSY WITH BUSH BS6
585872700109,ASSY DOOR TRIM MANUAL WINDOW RH
269126204640,ENG. GEAR (48T/48T/34T)(5TH/DS)BS1/2/3/4
252503150107,CONNECTING ROD SERRATED
220747700109,FUEL FILTER (FWS) SPINON TYPE BS3/4
281832600114,ASSY.SHOCK ABSORBER REAR
289732407146,FIRST LEAF
264129200101,ASSY. CLUTCH BOOSTER 90DIA
570903150106,SET BEARING HALF (UPPER/LOWER) (NORMAL)
266335703107,ASSY. TAPER ROLLER BRG. 565904 BS1/2/3/4
585872300102,ASSY DOOR HINGE RH
215381000104,ASSY.KIT REAR VIEW MIRROR OUTSIDE COMPLT
573714110146,DP SENSOR SENSING (OUTLET)BS6(5.6/6.7/F)
253414110268,PIPE ASSY EGR TO INTAKE ELBOW
281654209968,HORN ELECTRONIC TYPE L.T 24V
278909110121,ASSY.FUEL FILTER W/ PLASTIC BKT.
583026254601,SYNCHRO RING DRIVE SHAFT 23T/51T G950
272425200138,CLUTCH DISC 215 DIA. BS3/4
277842135115,S CAM SHAFT LH
277842135116,S CAM SHAFT RH
278850100108,ASSY. FAN MOTOR & SHROUD BS2/3/4
265232301601,FRONT SHOCK ABSORBER
885442212523,BRAKE LINING FRONT-STD-4PCS W/O RIVET-41
272425600201,ASSY. CLUTCH RELEASE BEARING BS3/4
252701130225,OIL SUMP ASSY W/O FLANGE BS6
552382400134,ASSY WIPER MOTOR WITH BKT AND LINKAGES
269126205439,4TH SPEED GEAR[M/SHAFT](LOOSE SYN.RING)
285035603102,BEARING BS6
281672300181,ASSY LOCK KIT FOR LPS W/O TRANSPONDER WI
272425400147,RELEASE LEVER SERVICE KIT BS1/2/3/4
289849200101,ASSY EXHAUST FRONT PIPE
552747500102,BRACKET ASSY WITH RIB¿ BS6
281854400107,ASSY_HEAD_LAMP_RH_ONETONNER
570101996911,TUBE AIR TRANSFER BS6
554642300123,BRAKE LINED SHOE INTRA V30 BS6
550754500157,ASSY COMBI SW-MID LEVEL.
274988106301,FENDER LH-SPRAY SUPRESSION
278609135845,HOSE (PRECLEANER TO AIR FILTER) LPK 2516
